0/6090, t=0.200036s
5066/6090, t=0.517403s
5067/6090, t=0.517436s
5068/6090, t=0.517469s
5069/6090, t=0.517503s
5070/6090, t=0.517536s
5071/6090, t=0.517569s
5072/6090, t=0.517603s
5073/6090, t=0.517636s
5074/6090, t=0.517669s
5075/6090, t=0.517703s
5076/6090, t=0.517736s
5077/6090, t=0.517769s
5078/6090, t=0.517803s
5079/6090, t=0.517836s
5080/6090, t=0.517869s
5081/6090, t=0.517903s
5082/6090, t=0.517936s
5083/6090, t=0.517969s
5084/6090, t=0.518003s
5085/6090, t=0.518036s
5086/6090, t=0.518069s
5087/6090, t=0.518103s
5088/6090, t=0.518136s
5089/6090, t=0.518169s
5090/6090, t=0.518203s
5091/6090, t=0.518236s
5092/6090, t=0.518269s
5093/6090, t=0.518303s
5094/6090, t=0.518336s
5095/6090, t=0.518369s
5096/6090, t=0.518403s
5097/6090, t=0.518436s
5098/6090, t=0.518469s
5099/6090, t=0.518503s
5100/6090, t=0.518536s
5101/6090, t=0.518569s
5102/6090, t=0.518603s
5103/6090, t=0.518636s
5104/6090, t=0.518669s
5105/6090, t=0.518703s
5106/6090, t=0.518736s
5107/6090, t=0.518769s
5108/6090, t=0.518803s
5109/6090, t=0.518836s
5110/6090, t=0.518869s
5111/6090, t=0.518903s
5112/6090, t=0.518936s
5113/6090, t=0.518969s
5114/6090, t=0.519003s
5115/6090, t=0.519036s
5116/6090, t=0.519069s
5117/6090, t=0.519103s
5118/6090, t=0.519136s
5119/6090, t=0.519169s
5120/6090, t=0.519203s
5121/6090, t=0.519236s
5122/6090, t=0.519269s
5123/6090, t=0.519303s
5124/6090, t=0.519336s
5125/6090, t=0.519369s
5126/6090, t=0.519403s
5127/6090, t=0.519436s
5128/6090, t=0.519469s
5129/6090, t=0.519503s
5130/6090, t=0.519536s
5131/6090, t=0.519569s
5132/6090, t=0.519603s
5133/6090, t=0.519636s
5134/6090, t=0.519669s
5135/6090, t=0.519703s
5136/6090, t=0.519736s
5137/6090, t=0.519769s
5138/6090, t=0.519803s
5139/6090, t=0.519836s
5140/6090, t=0.519869s
5141/6090, t=0.519903s
5142/6090, t=0.519936s
5143/6090, t=0.519969s
5144/6090, t=0.520003s
5145/6090, t=0.520036s
5146/6090, t=0.520069s
5147/6090, t=0.520103s
5148/6090, t=0.520136s
5149/6090, t=0.520169s
5150/6090, t=0.520203s
5151/6090, t=0.520236s
5152/6090, t=0.520269s
5153/6090, t=0.520303s
5154/6090, t=0.520336s
5155/6090, t=0.520369s
5156/6090, t=0.520403s
5157/6090, t=0.520436s
5158/6090, t=0.520469s
5159/6090, t=0.520503s
5160/6090, t=0.520536s
5161/6090, t=0.520569s
5162/6090, t=0.520603s
5163/6090, t=0.520636s
5164/6090, t=0.520669s
5165/6090, t=0.520703s
5166/6090, t=0.520736s
5167/6090, t=0.520769s
5168/6090, t=0.520803s
5169/6090, t=0.520836s
5170/6090, t=0.520869s
5171/6090, t=0.520903s
5172/6090, t=0.520936s
5173/6090, t=0.520969s
5174/6090, t=0.521003s
5175/6090, t=0.521036s
5176/6090, t=0.521069s
5177/6090, t=0.521103s
5178/6090, t=0.521136s
5179/6090, t=0.521169s
5180/6090, t=0.521203s
5181/6090, t=0.521236s
5182/6090, t=0.521269s
5183/6090, t=0.521303s
5184/6090, t=0.521336s
5185/6090, t=0.521369s
5186/6090, t=0.521403s
5187/6090, t=0.521436s
5188/6090, t=0.521469s
5189/6090, t=0.521503s
5190/6090, t=0.521536s
5191/6090, t=0.521569s
5192/6090, t=0.521603s
5193/6090, t=0.521636s
5194/6090, t=0.521669s
5195/6090, t=0.521703s
5196/6090, t=0.521736s
5197/6090, t=0.521769s
5198/6090, t=0.521803s
5199/6090, t=0.521836s
5200/6090, t=0.521869s
5201/6090, t=0.521903s
5202/6090, t=0.521936s
5203/6090, t=0.521969s
5204/6090, t=0.522003s
5205/6090, t=0.522036s
5206/6090, t=0.522069s
5207/6090, t=0.522103s
5208/6090, t=0.522136s
5209/6090, t=0.522169s
5210/6090, t=0.522203s
5211/6090, t=0.522236s
5212/6090, t=0.522269s
5213/6090, t=0.522303s
5214/6090, t=0.522336s
5215/6090, t=0.522369s
5216/6090, t=0.522403s
5217/6090, t=0.522436s
5218/6090, t=0.522469s
5219/6090, t=0.522503s
5220/6090, t=0.522536s
5221/6090, t=0.522569s
5222/6090, t=0.522603s
5223/6090, t=0.522636s
5224/6090, t=0.522669s
5225/6090, t=0.522703s
5226/6090, t=0.522736s
5227/6090, t=0.522769s
5228/6090, t=0.522803s
5229/6090, t=0.522836s
5230/6090, t=0.522869s
5231/6090, t=0.522903s
5232/6090, t=0.522936s
5233/6090, t=0.522969s
5234/6090, t=0.523003s
5235/6090, t=0.523036s
5236/6090, t=0.523069s
5237/6090, t=0.523103s
5238/6090, t=0.523136s
5239/6090, t=0.523169s
5240/6090, t=0.523203s
5241/6090, t=0.523236s
5242/6090, t=0.523269s
5243/6090, t=0.523303s
5244/6090, t=0.523336s
5245/6090, t=0.523369s
5246/6090, t=0.523403s
5247/6090, t=0.523436s
5248/6090, t=0.523469s
5249/6090, t=0.523503s
5250/6090, t=0.523536s
5251/6090, t=0.523569s
5252/6090, t=0.523603s
5253/6090, t=0.523636s
5254/6090, t=0.523669s
5255/6090, t=0.523703s
5256/6090, t=0.523736s
5257/6090, t=0.523769s
5258/6090, t=0.523803s
5259/6090, t=0.523836s
5260/6090, t=0.523869s
5261/6090, t=0.523903s
5262/6090, t=0.523936s
5263/6090, t=0.523969s
5264/6090, t=0.524003s
5265/6090, t=0.524036s
5266/6090, t=0.524069s
5267/6090, t=0.524103s
5268/6090, t=0.524136s
5269/6090, t=0.524169s
5270/6090, t=0.524203s
5271/6090, t=0.524236s
5272/6090, t=0.524269s
5273/6090, t=0.524303s
5274/6090, t=0.524336s
5275/6090, t=0.524369s
5276/6090, t=0.524403s
5277/6090, t=0.524436s
5278/6090, t=0.524469s
5279/6090, t=0.524503s
5280/6090, t=0.524536s
5281/6090, t=0.524569s
5282/6090, t=0.524603s
5283/6090, t=0.524636s
5284/6090, t=0.524669s
5285/6090, t=0.524703s
5286/6090, t=0.524736s
5287/6090, t=0.524769s
5288/6090, t=0.524803s
5289/6090, t=0.524836s
5290/6090, t=0.524869s
5291/6090, t=0.524903s
5292/6090, t=0.524936s
5293/6090, t=0.524969s
5294/6090, t=0.525003s
5295/6090, t=0.525036s
5296/6090, t=0.525069s
5297/6090, t=0.525103s
5298/6090, t=0.525136s
5299/6090, t=0.525169s
5300/6090, t=0.525203s
5301/6090, t=0.525236s
5302/6090, t=0.525269s
5303/6090, t=0.525303s
5304/6090, t=0.525336s
5305/6090, t=0.525369s
5306/6090, t=0.525403s
5307/6090, t=0.525436s
5308/6090, t=0.525469s
5309/6090, t=0.525503s
5310/6090, t=0.525536s
5311/6090, t=0.525569s
5312/6090, t=0.525603s
5313/6090, t=0.525636s
5314/6090, t=0.525669s
5315/6090, t=0.525703s
5316/6090, t=0.525736s
5317/6090, t=0.525769s
5318/6090, t=0.525803s
5319/6090, t=0.525836s
5320/6090, t=0.525869s
5321/6090, t=0.525903s
5322/6090, t=0.525936s
5323/6090, t=0.525969s
5324/6090, t=0.526003s
5325/6090, t=0.526036s
5326/6090, t=0.526069s
5327/6090, t=0.526103s
5328/6090, t=0.526136s
5329/6090, t=0.526169s
5330/6090, t=0.526203s
5331/6090, t=0.526236s
5332/6090, t=0.526269s
5333/6090, t=0.526303s
5334/6090, t=0.526336s
5335/6090, t=0.526369s
5336/6090, t=0.526403s
5337/6090, t=0.526436s
5338/6090, t=0.526469s
5339/6090, t=0.526503s
5340/6090, t=0.526536s
5341/6090, t=0.526569s
5342/6090, t=0.526603s
5343/6090, t=0.526636s
5344/6090, t=0.526669s
5345/6090, t=0.526703s
5346/6090, t=0.526736s
5347/6090, t=0.526769s
5348/6090, t=0.526803s
5349/6090, t=0.526836s
5350/6090, t=0.526869s
5351/6090, t=0.526903s
5352/6090, t=0.526936s
5353/6090, t=0.526969s
5354/6090, t=0.527003s
5355/6090, t=0.527036s
5356/6090, t=0.527069s
5357/6090, t=0.527103s
5358/6090, t=0.527136s
5359/6090, t=0.527169s
5360/6090, t=0.527203s
5361/6090, t=0.527236s
5362/6090, t=0.527269s
5363/6090, t=0.527303s
5364/6090, t=0.527336s
5365/6090, t=0.527369s
5366/6090, t=0.527403s
5367/6090, t=0.527436s
5368/6090, t=0.527469s
5369/6090, t=0.527503s
5370/6090, t=0.527536s
5371/6090, t=0.527569s
5372/6090, t=0.527603s
5373/6090, t=0.527636s
5374/6090, t=0.527669s
5375/6090, t=0.527703s
5376/6090, t=0.527736s
5377/6090, t=0.527769s
5378/6090, t=0.527803s
5379/6090, t=0.527836s
5380/6090, t=0.527869s
5381/6090, t=0.527903s
5382/6090, t=0.527936s
5383/6090, t=0.527969s
5384/6090, t=0.528003s
5385/6090, t=0.528036s
5386/6090, t=0.528069s
5387/6090, t=0.528103s
5388/6090, t=0.528136s
5389/6090, t=0.528169s
5390/6090, t=0.528203s
5391/6090, t=0.528236s
5392/6090, t=0.528269s
5393/6090, t=0.528303s
5394/6090, t=0.528336s
5395/6090, t=0.528369s
5396/6090, t=0.528403s
5397/6090, t=0.528436s
5398/6090, t=0.528469s
5399/6090, t=0.528503s
5400/6090, t=0.528536s
5401/6090, t=0.528569s
5402/6090, t=0.528603s
5403/6090, t=0.528636s
5404/6090, t=0.528669s
5405/6090, t=0.528703s
5406/6090, t=0.528736s
5407/6090, t=0.528769s
5408/6090, t=0.528803s
5409/6090, t=0.528836s
5410/6090, t=0.528869s
5411/6090, t=0.528903s
5412/6090, t=0.528936s
5413/6090, t=0.528969s
5414/6090, t=0.529003s
5415/6090, t=0.529036s
5416/6090, t=0.529069s
5417/6090, t=0.529103s
5418/6090, t=0.529136s
5419/6090, t=0.529169s
5420/6090, t=0.529203s
5421/6090, t=0.529236s
5422/6090, t=0.529269s
5423/6090, t=0.529303s
5424/6090, t=0.529336s
5425/6090, t=0.529369s
5426/6090, t=0.529403s
5427/6090, t=0.529436s
5428/6090, t=0.529469s
5429/6090, t=0.529503s
5430/6090, t=0.529536s
5431/6090, t=0.529569s
5432/6090, t=0.529603s
5433/6090, t=0.529636s
5434/6090, t=0.529669s
5435/6090, t=0.529703s
5436/6090, t=0.529736s
5437/6090, t=0.529769s
5438/6090, t=0.529803s
5439/6090, t=0.529836s
5440/6090, t=0.529869s
5441/6090, t=0.529903s
5442/6090, t=0.529936s
5443/6090, t=0.529969s
5444/6090, t=0.530003s
5445/6090, t=0.530036s
5446/6090, t=0.530069s
5447/6090, t=0.530103s
5448/6090, t=0.530136s
5449/6090, t=0.530169s
5450/6090, t=0.530203s
5451/6090, t=0.530236s
5452/6090, t=0.530269s
5453/6090, t=0.530303s
5454/6090, t=0.530336s
5455/6090, t=0.530369s
5456/6090, t=0.530403s
5457/6090, t=0.530436s
5458/6090, t=0.530469s
5459/6090, t=0.530503s
5460/6090, t=0.530536s
5461/6090, t=0.530569s
5462/6090, t=0.530603s
5463/6090, t=0.530636s
5464/6090, t=0.530669s
5465/6090, t=0.530703s
5466/6090, t=0.530736s
5467/6090, t=0.530769s
5468/6090, t=0.530803s
5469/6090, t=0.530836s
5470/6090, t=0.530869s
5471/6090, t=0.530903s
5472/6090, t=0.530936s
5473/6090, t=0.530969s
5474/6090, t=0.531003s
5475/6090, t=0.531036s
5476/6090, t=0.531069s
5477/6090, t=0.531103s
5478/6090, t=0.531136s
5479/6090, t=0.531169s
5480/6090, t=0.531203s
5481/6090, t=0.531236s
5482/6090, t=0.531269s
5483/6090, t=0.531303s
5484/6090, t=0.531336s
5485/6090, t=0.531369s
5486/6090, t=0.531403s
5487/6090, t=0.531436s
5488/6090, t=0.531469s
5489/6090, t=0.531503s
5490/6090, t=0.531536s
5491/6090, t=0.531569s
5492/6090, t=0.531603s
5493/6090, t=0.531636s
5494/6090, t=0.531669s
5495/6090, t=0.531703s
5496/6090, t=0.531736s
5497/6090, t=0.531769s
5498/6090, t=0.531803s
5499/6090, t=0.531836s
5500/6090, t=0.531869s
5501/6090, t=0.531903s
5502/6090, t=0.531936s
5503/6090, t=0.531969s
5504/6090, t=0.532003s
5505/6090, t=0.532036s
5506/6090, t=0.532069s
5507/6090, t=0.532103s
5508/6090, t=0.532136s
5509/6090, t=0.532169s
5510/6090, t=0.532203s
5511/6090, t=0.532236s
5512/6090, t=0.532269s
5513/6090, t=0.532303s
5514/6090, t=0.532336s
5515/6090, t=0.532369s
5516/6090, t=0.532403s
5517/6090, t=0.532436s
5518/6090, t=0.532469s
5519/6090, t=0.532503s
5520/6090, t=0.532536s
5521/6090, t=0.532569s
5522/6090, t=0.532603s
5523/6090, t=0.532636s
5524/6090, t=0.532669s
5525/6090, t=0.532703s
5526/6090, t=0.532736s
5527/6090, t=0.532769s
5528/6090, t=0.532803s
5529/6090, t=0.532836s
5530/6090, t=0.532869s
5531/6090, t=0.532903s
5532/6090, t=0.532936s
5533/6090, t=0.532969s
5534/6090, t=0.533003s
5535/6090, t=0.533036s
5536/6090, t=0.533069s
5537/6090, t=0.533103s
5538/6090, t=0.533136s
5539/6090, t=0.533169s
5540/6090, t=0.533203s
5541/6090, t=0.533236s
5542/6090, t=0.533269s
5543/6090, t=0.533303s
5544/6090, t=0.533336s
5545/6090, t=0.533369s
5546/6090, t=0.533403s
5547/6090, t=0.533436s
5548/6090, t=0.533469s
5549/6090, t=0.533503s
5550/6090, t=0.533536s
5551/6090, t=0.533569s
5552/6090, t=0.533603s
5553/6090, t=0.533636s
5554/6090, t=0.533669s
5555/6090, t=0.533703s
5556/6090, t=0.533736s
5557/6090, t=0.533769s
5558/6090, t=0.533803s
5559/6090, t=0.533836s
5560/6090, t=0.533869s
5561/6090, t=0.533903s
5562/6090, t=0.533936s
5563/6090, t=0.533969s
5564/6090, t=0.534003s
5565/6090, t=0.534036s
5566/6090, t=0.534069s
5567/6090, t=0.534103s
5568/6090, t=0.534136s
5569/6090, t=0.534169s
5570/6090, t=0.534203s
5571/6090, t=0.534236s
5572/6090, t=0.534269s
5573/6090, t=0.534303s
5574/6090, t=0.534336s
5575/6090, t=0.534369s
5576/6090, t=0.534403s
5577/6090, t=0.534436s
5578/6090, t=0.534469s
5579/6090, t=0.534503s
5580/6090, t=0.534536s
5581/6090, t=0.534569s
5582/6090, t=0.534603s
5583/6090, t=0.534636s
5584/6090, t=0.534669s
5585/6090, t=0.534703s
5586/6090, t=0.534736s
5587/6090, t=0.534769s
5588/6090, t=0.534803s
5589/6090, t=0.534836s
5590/6090, t=0.534869s
5591/6090, t=0.534903s
5592/6090, t=0.534936s
5593/6090, t=0.534969s
5594/6090, t=0.535003s
5595/6090, t=0.535036s
5596/6090, t=0.535069s
5597/6090, t=0.535103s
5598/6090, t=0.535136s
5599/6090, t=0.535169s
5600/6090, t=0.535203s
5601/6090, t=0.535236s
5602/6090, t=0.535269s
5603/6090, t=0.535303s
5604/6090, t=0.535336s
5605/6090, t=0.535369s
5606/6090, t=0.535403s
5607/6090, t=0.535436s
5608/6090, t=0.535469s
5609/6090, t=0.535503s
5610/6090, t=0.535536s
5611/6090, t=0.535569s
5612/6090, t=0.535603s
5613/6090, t=0.535636s
5614/6090, t=0.535669s
5615/6090, t=0.535703s
5616/6090, t=0.535736s
5617/6090, t=0.535769s
5618/6090, t=0.535803s
5619/6090, t=0.535836s
5620/6090, t=0.535869s
5621/6090, t=0.535903s
5622/6090, t=0.535936s
5623/6090, t=0.535969s
5624/6090, t=0.536003s
5625/6090, t=0.536036s
5626/6090, t=0.536069s
5627/6090, t=0.536103s
5628/6090, t=0.536136s
5629/6090, t=0.536169s
5630/6090, t=0.536203s
5631/6090, t=0.536236s
5632/6090, t=0.536269s
5633/6090, t=0.536303s
5634/6090, t=0.536336s
5635/6090, t=0.536369s
5636/6090, t=0.536403s
5637/6090, t=0.536436s
5638/6090, t=0.536469s
5639/6090, t=0.536503s
5640/6090, t=0.536536s
5641/6090, t=0.536569s
5642/6090, t=0.536603s
5643/6090, t=0.536636s
5644/6090, t=0.536669s
5645/6090, t=0.536703s
5646/6090, t=0.536736s
5647/6090, t=0.536769s
5648/6090, t=0.536803s
5649/6090, t=0.536836s
5650/6090, t=0.536869s
5651/6090, t=0.536903s
5652/6090, t=0.536936s
5653/6090, t=0.536969s
5654/6090, t=0.537003s
5655/6090, t=0.537036s
5656/6090, t=0.537069s
5657/6090, t=0.537103s
5658/6090, t=0.537136s
5659/6090, t=0.537169s
5660/6090, t=0.537203s
5661/6090, t=0.537236s
5662/6090, t=0.537269s
5663/6090, t=0.537303s
5664/6090, t=0.537336s
5665/6090, t=0.537369s
5666/6090, t=0.537403s
5667/6090, t=0.537436s
5668/6090, t=0.537469s
5669/6090, t=0.537503s
5670/6090, t=0.537536s
5671/6090, t=0.537569s
5672/6090, t=0.537603s
5673/6090, t=0.537636s
5674/6090, t=0.537669s
5675/6090, t=0.537703s
5676/6090, t=0.537736s
5677/6090, t=0.537769s
5678/6090, t=0.537803s
5679/6090, t=0.537836s
5680/6090, t=0.537869s
5681/6090, t=0.537903s
5682/6090, t=0.537936s
5683/6090, t=0.537969s
5684/6090, t=0.538003s
5685/6090, t=0.538036s
5686/6090, t=0.538069s
5687/6090, t=0.538103s
5688/6090, t=0.538136s
5689/6090, t=0.538169s
5690/6090, t=0.538203s
5691/6090, t=0.538236s
5692/6090, t=0.538269s
5693/6090, t=0.538303s
5694/6090, t=0.538336s
5695/6090, t=0.538369s
5696/6090, t=0.538403s
5697/6090, t=0.538436s
5698/6090, t=0.538469s
5699/6090, t=0.538503s
5700/6090, t=0.538536s
5701/6090, t=0.538569s
5702/6090, t=0.538603s
5703/6090, t=0.538636s
5704/6090, t=0.538669s
5705/6090, t=0.538703s
5706/6090, t=0.538736s
5707/6090, t=0.538769s
5708/6090, t=0.538803s
5709/6090, t=0.538836s
5710/6090, t=0.538869s
5711/6090, t=0.538903s
5712/6090, t=0.538936s
5713/6090, t=0.538969s
5714/6090, t=0.539003s
5715/6090, t=0.539036s
5716/6090, t=0.539069s
5717/6090, t=0.539103s
5718/6090, t=0.539136s
5719/6090, t=0.539169s
5720/6090, t=0.539203s
5721/6090, t=0.539236s
5722/6090, t=0.539269s
5723/6090, t=0.539303s
5724/6090, t=0.539336s
5725/6090, t=0.539369s
5726/6090, t=0.539403s
5727/6090, t=0.539436s
5728/6090, t=0.539469s
5729/6090, t=0.539503s
5730/6090, t=0.539536s
5731/6090, t=0.539569s
5732/6090, t=0.539603s
5733/6090, t=0.539636s
5734/6090, t=0.539669s
5735/6090, t=0.539703s
5736/6090, t=0.539736s
5737/6090, t=0.539769s
5738/6090, t=0.539803s
5739/6090, t=0.539836s
5740/6090, t=0.539869s
5741/6090, t=0.539903s
5742/6090, t=0.539936s
5743/6090, t=0.539969s
5744/6090, t=0.540003s
5745/6090, t=0.540036s
5746/6090, t=0.540069s
5747/6090, t=0.540103s
5748/6090, t=0.540136s
5749/6090, t=0.540169s
5750/6090, t=0.540203s
5751/6090, t=0.540236s
5752/6090, t=0.540269s
5753/6090, t=0.540303s
5754/6090, t=0.540336s
5755/6090, t=0.540369s
5756/6090, t=0.540403s
5757/6090, t=0.540436s
5758/6090, t=0.540469s
5759/6090, t=0.540503s
5760/6090, t=0.540536s
5761/6090, t=0.540569s
5762/6090, t=0.540603s
5763/6090, t=0.540636s
5764/6090, t=0.540669s
5765/6090, t=0.540703s
5766/6090, t=0.540736s
5767/6090, t=0.540769s
5768/6090, t=0.540803s
5769/6090, t=0.540836s
5770/6090, t=0.540869s
5771/6090, t=0.540903s
5772/6090, t=0.540936s
5773/6090, t=0.540969s
5774/6090, t=0.541003s
5775/6090, t=0.541036s
5776/6090, t=0.541069s
5777/6090, t=0.541103s
5778/6090, t=0.541136s
5779/6090, t=0.541169s
5780/6090, t=0.541203s
5781/6090, t=0.541236s
5782/6090, t=0.541269s
5783/6090, t=0.541303s
5784/6090, t=0.541336s
5785/6090, t=0.541369s
5786/6090, t=0.541403s
5787/6090, t=0.541436s
5788/6090, t=0.541469s
5789/6090, t=0.541503s
5790/6090, t=0.541536s
5791/6090, t=0.541569s
5792/6090, t=0.541603s
5793/6090, t=0.541636s
5794/6090, t=0.541669s
5795/6090, t=0.541703s
5796/6090, t=0.541736s
5797/6090, t=0.541769s
5798/6090, t=0.541803s
5799/6090, t=0.541836s
5800/6090, t=0.541869s
5801/6090, t=0.541903s
5802/6090, t=0.541936s
5803/6090, t=0.541969s
5804/6090, t=0.542003s
5805/6090, t=0.542036s
5806/6090, t=0.542069s
5807/6090, t=0.542103s
5808/6090, t=0.542136s
5809/6090, t=0.542169s
5810/6090, t=0.542203s
5811/6090, t=0.542236s
5812/6090, t=0.542269s
5813/6090, t=0.542303s
5814/6090, t=0.542336s
5815/6090, t=0.542369s
5816/6090, t=0.542403s
5817/6090, t=0.542436s
5818/6090, t=0.542469s
5819/6090, t=0.542503s
5820/6090, t=0.542536s
5821/6090, t=0.542569s
5822/6090, t=0.542603s
5823/6090, t=0.542636s
5824/6090, t=0.542669s
5825/6090, t=0.542703s
5826/6090, t=0.542736s
5827/6090, t=0.542769s
5828/6090, t=0.542803s
5829/6090, t=0.542836s
5830/6090, t=0.542869s
5831/6090, t=0.542903s
5832/6090, t=0.542936s
5833/6090, t=0.542969s
5834/6090, t=0.543003s
5835/6090, t=0.543036s
5836/6090, t=0.543069s
5837/6090, t=0.543103s
5838/6090, t=0.543136s
5839/6090, t=0.543169s
5840/6090, t=0.543203s
5841/6090, t=0.543236s
5842/6090, t=0.543269s
5843/6090, t=0.543303s
5844/6090, t=0.543336s
5845/6090, t=0.543369s
5846/6090, t=0.543403s
5847/6090, t=0.543436s
5848/6090, t=0.543469s
5849/6090, t=0.543503s
5850/6090, t=0.543536s
5851/6090, t=0.543569s
5852/6090, t=0.543603s
5853/6090, t=0.543636s
5854/6090, t=0.543669s
5855/6090, t=0.543703s
5856/6090, t=0.543736s
5857/6090, t=0.543769s
5858/6090, t=0.543803s
5859/6090, t=0.543836s
5860/6090, t=0.543869s
5861/6090, t=0.543903s
5862/6090, t=0.543936s
5863/6090, t=0.543969s
5864/6090, t=0.544003s
5865/6090, t=0.544036s
5866/6090, t=0.544069s
5867/6090, t=0.544103s
5868/6090, t=0.544136s
5869/6090, t=0.544169s
5870/6090, t=0.544203s
5871/6090, t=0.544236s
5872/6090, t=0.544269s
5873/6090, t=0.544303s
5874/6090, t=0.544336s
5875/6090, t=0.544369s
5876/6090, t=0.544403s
5877/6090, t=0.544436s
5878/6090, t=0.544469s
5879/6090, t=0.544503s
5880/6090, t=0.544536s
5881/6090, t=0.544569s
5882/6090, t=0.544603s
5883/6090, t=0.544636s
5884/6090, t=0.544669s
5885/6090, t=0.544703s
5886/6090, t=0.544736s
5887/6090, t=0.544769s
5888/6090, t=0.544803s
5889/6090, t=0.544836s
5890/6090, t=0.544869s
5891/6090, t=0.544903s
5892/6090, t=0.544936s
5893/6090, t=0.544969s
5894/6090, t=0.545003s
5895/6090, t=0.545036s
5896/6090, t=0.545069s
5897/6090, t=0.545103s
5898/6090, t=0.545136s
5899/6090, t=0.545169s
5900/6090, t=0.545203s
5901/6090, t=0.545236s
5902/6090, t=0.545269s
5903/6090, t=0.545303s
5904/6090, t=0.545336s
5905/6090, t=0.545369s
5906/6090, t=0.545403s
5907/6090, t=0.545436s
5908/6090, t=0.545469s
5909/6090, t=0.545503s
5910/6090, t=0.545536s
5911/6090, t=0.545569s
5912/6090, t=0.545603s
5913/6090, t=0.545636s
5914/6090, t=0.545669s
5915/6090, t=0.545703s
5916/6090, t=0.545736s
5917/6090, t=0.545769s
5918/6090, t=0.545803s
5919/6090, t=0.545836s
5920/6090, t=0.545869s
5921/6090, t=0.545903s
5922/6090, t=0.545936s
5923/6090, t=0.545969s
5924/6090, t=0.546003s
5925/6090, t=0.546036s
5926/6090, t=0.546069s
5927/6090, t=0.546103s
5928/6090, t=0.546136s
5929/6090, t=0.546169s
5930/6090, t=0.546203s
5931/6090, t=0.546236s
5932/6090, t=0.546269s
5933/6090, t=0.546303s
5934/6090, t=0.546336s
5935/6090, t=0.546369s
5936/6090, t=0.546403s
5937/6090, t=0.546436s
5938/6090, t=0.546469s
5939/6090, t=0.546503s
5940/6090, t=0.546536s
5941/6090, t=0.546569s
5942/6090, t=0.546603s
5943/6090, t=0.546636s
5944/6090, t=0.546669s
5945/6090, t=0.546703s
5946/6090, t=0.546736s
5947/6090, t=0.546769s
5948/6090, t=0.546803s
5949/6090, t=0.546836s
5950/6090, t=0.546869s
5951/6090, t=0.546903s
5952/6090, t=0.546936s
5953/6090, t=0.546969s
5954/6090, t=0.547003s
5955/6090, t=0.547036s
5956/6090, t=0.547069s
5957/6090, t=0.547103s
5958/6090, t=0.547136s
5959/6090, t=0.547169s
5960/6090, t=0.547203s
5961/6090, t=0.547236s
5962/6090, t=0.547269s
5963/6090, t=0.547303s
5964/6090, t=0.547336s
5965/6090, t=0.547369s
5966/6090, t=0.547403s
5967/6090, t=0.547436s
5968/6090, t=0.547469s
5969/6090, t=0.547503s
5970/6090, t=0.547536s
5971/6090, t=0.547569s
5972/6090, t=0.547603s
5973/6090, t=0.547636s
5974/6090, t=0.547669s
5975/6090, t=0.547703s
5976/6090, t=0.547736s
5977/6090, t=0.547769s
5978/6090, t=0.547803s
5979/6090, t=0.547836s
5980/6090, t=0.547869s
5981/6090, t=0.547903s
5982/6090, t=0.547936s
5983/6090, t=0.547969s
5984/6090, t=0.548003s
5985/6090, t=0.548036s
5986/6090, t=0.548069s
5987/6090, t=0.548103s
5988/6090, t=0.548136s
5989/6090, t=0.548169s
5990/6090, t=0.548203s
5991/6090, t=0.548236s
5992/6090, t=0.548269s
5993/6090, t=0.548303s
5994/6090, t=0.548336s
5995/6090, t=0.548369s
5996/6090, t=0.548403s
5997/6090, t=0.548436s
5998/6090, t=0.548469s
5999/6090, t=0.548503s
6000/6090, t=0.548536s
6001/6090, t=0.548569s
6002/6090, t=0.548603s
6003/6090, t=0.548636s
6004/6090, t=0.548669s
6005/6090, t=0.548703s
6006/6090, t=0.548736s
6007/6090, t=0.548769s
6008/6090, t=0.548803s
6009/6090, t=0.548836s
6010/6090, t=0.548869s
6011/6090, t=0.548903s
6012/6090, t=0.548936s
6013/6090, t=0.548969s
6014/6090, t=0.549003s
6015/6090, t=0.549036s
6016/6090, t=0.549069s
6017/6090, t=0.549103s
6018/6090, t=0.549136s
6019/6090, t=0.549169s
6020/6090, t=0.549203s
6021/6090, t=0.549236s
6022/6090, t=0.549269s
6023/6090, t=0.549303s
6024/6090, t=0.549336s
6025/6090, t=0.549369s
6026/6090, t=0.549403s
6027/6090, t=0.549436s
6028/6090, t=0.549469s
6029/6090, t=0.549503s
6030/6090, t=0.549536s
6031/6090, t=0.549569s
6032/6090, t=0.549603s
6033/6090, t=0.549636s
6034/6090, t=0.549669s
6035/6090, t=0.549703s
6036/6090, t=0.549736s
6037/6090, t=0.549769s
6038/6090, t=0.549803s
6039/6090, t=0.549836s
6040/6090, t=0.549869s
6041/6090, t=0.549903s
6042/6090, t=0.549936s
6043/6090, t=0.549969s
6044/6090, t=0.550003s
6045/6090, t=0.550036s
6046/6090, t=0.553369s
6047/6090, t=0.556703s
6048/6090, t=0.560036s
6049/6090, t=0.563369s
6050/6090, t=0.566703s
6051/6090, t=0.570036s
6052/6090, t=0.573369s
6053/6090, t=0.576703s
6054/6090, t=0.580036s
6055/6090, t=0.583369s
6056/6090, t=0.586703s
6057/6090, t=0.590036s
6058/6090, t=0.593369s
6059/6090, t=0.596703s
6060/6090, t=0.600036s
6061/6090, t=0.603369s
6062/6090, t=0.606703s
6063/6090, t=0.610036s
6064/6090, t=0.613369s
